Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,1729426395.0,3.7267103175645064,,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,996494601.0,15.78947586748707,,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,3941057043.0,-32.30769085141641,,-0.0008389718207170155,,,,,,51800951994.0,,,
ACFL,Aman Cotton Fibrous PLC,2409916689.0,46.52778429273798,105.93971631205673,,1.3436261038655546,0.719975803993064,6.02527243336382,6.054262586166943,2.443460979721817,2824042657.0,1.574518114008937,56.928367033248364,30.054053452625407
ACI,Advanced Chemical Industries PLC,16668455752.000002,14.294514182567825,144.00668033098003,,0.11163135273442747,2.0914184701246326,,,2.3843066523833003,90975996752.0,0.6079246106746653,8.086041819202652,6.83730524874629
ACIFORMULA,ACI Formulations PLC,6818175144.0,12.926824312814556,19.093430520011253,,1.222469084454896,1.7534982597914113,,,49.95492788461539,10916797144.000002,1.9573341854389945,16.73004490377226,15.520034593103892
ACMELAB,ACME Laboratories Ltd.,16780015442.0,11.842102770135913,6.254812157195812,0.5761073002335133,0.4190259186940478,0.5995804610728093,2.9131000506379707,5.264061517292688,6.437360151482012,37946229190.0,0.9475828077242723,5.658011217758828,
ACMEPL,ACME Pesticides Ltd,3293999949.0,100.84746081479348,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,1607575070.0,-20.481930673473514,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,4105380711.0,0.16207208368874765,28.05560264451602,,2.0023689407437404,1.9656317308782931,10.94541706538718,24.34990833781509,15.449123304707143,4338576228.0,2.116108280391752,18.2269730094298,10.128343781206967
ADVENT,Advent Pharma Ltd.,1434244102.0,4.477614893133226,30.68091844813935,,3.1294493738291242,0.9268295016407871,35.72967003135126,,1609.620258443341,1510996810.0,3.296920036546447,21.04684834968542,
AFCAGRO,AFC Agro Biotech Ltd.,875643123.0,-10.38960698902084,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,3451321271.0,22.400001557174804,,-0.43626907574684476,4.114775903200065,0.706999027712173,24.12735672330278,25.402442811587395,13.293913901575772,26339080400.0,31.4022957515388,314.2234175483085,176.8544999996307
AGNISYSL,Agni Systems PLC,2162174649.0,11.020411261181364,55.248618784530386,,3.1300135749689035,1.7124695180425789,17.27771242511715,59.001709588904454,53.25010537190098,2167914955.0,3.1383235584085902,19.29180249544983,12.667202560604833
AGRANINS,Agrani Insurance PLC,965301123.0,4.824572254846592,57.595993322203675,,5.220534961822531,1.4811110049767477,42.1048503868281,45.38155381263259,,1056018967.0,5.711154686366595,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,1689086181.0,-28.507800918551634,,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,2241004240.0,-21.172637914502822,,,,,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,16469192566.000002,-32.85714104165333,17.023809523809526,0.27057571487287885,1.0787947593201483,0.6753664571456369,,,,61803071123.00001,1.2083017344699092,,
ALIF,Alif Manufacturing Company Ltd.,1377613160.0,-6.8965531697097555,,,,,,,,,,,
ALLTEX,Alltex Industries Limited,,,,,1.429291205703551,0.6253374762877271,7.617379958912881,,65.61359073359074,,,,
AMANFEED,Aman Feed PLC,4466090370.0,32.91138812720011,238.06275579809002,,0.48993019091176765,1.2384955650148068,36.73940425760118,38.3651727091544,30.526825462293342,9990526405.0,1.0959608533405643,19.06353552095627,17.84651470752211
AMBEEPHA,Ambee Pharmaceuticals PLC,2247264054.0,4.471597606142802,329.6564902071481,,11.881834674503224,60.275930521091816,,,18.61660927233525,2149653054.0,13.63889006107104,493.27275134581936,
AMCLPRAN,Agricultural Marketing Co. Ltd.,1724800049.0,7.047144913151365,45.409326424870464,,0.4491260124583863,2.318527841699258,9.330462601386737,26.82633498819537,57.11864959103203,2650052049.0,0.6900552583340366,9.353263967360643,8.530004438412115
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,3592262566.0,81.85117916005461,,-0.6835064683295066,5.463445181087054,22.533460607380032,4965.776095195296,,7.164623155596345,3737499928.0,5.684335667913484,,
AOL,Associated Oxygen Ltd,2019988715.0,21.276595168755875,,,,,,,,,,,
APEXFOODS,Apex Foods Limited,1588118325.0,58.5462819774318,37.21475503694212,0.6157443707018343,0.5607043711462608,1.7353002272798348,36.360774097565624,41.67101064477627,3.634348947694032,1225888325.0,0.432814670722704,14.841956597487485,12.565426891356147
