Symbol,Name,Div per share Annual,Div per share Quarterly,Dividend trailing percent T12M,Dividend yield percent,DPS Growth,Cont Div Payout,Cont Div Growth
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,
AAMRANET,aamra networks ltd,1.0,,4.5662100456621,0.0,2.777035499188066,3.0,2.0
AAMRATECH,Aamra Technologies Limited,0.1,,0.719424460431655,0.0,-90.0,3.0,0.0
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,
ABBANK,AB Bank PLC,0.0,0.0,0.0,0.0,,0.0,0.0
ACFL,Aman Cotton Fibrous Ltd.,1.0,,5.37634408602151,0.0,0.0,7.0,0.0
ACI,Advanced Chemical Industries PLC,1.73913,,0.940578691184424,0.0,-50.0,9.0,0.0
ACIFORMULA,ACI Formulations PLC,2.0,,1.40252454417952,0.0,-20.0,9.0,0.0
ACMELAB,ACME Laboratories Ltd.,3.5,,4.48717948717949,0.0,6.060606060606066,9.0,3.0
ACMEPL,ACME Pesticides Ltd,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,,,0.0,,,0.0,0.0
ADNTEL,ADN Telecom Ltd.,1.0,,1.33868808567604,0.0,-33.33333333333333,3.0,0.0
ADVENT,Advent Pharma Ltd.,,,0.609756097560976,0.0,,6.0,0.0
AFCAGRO,AFC Agro Biotech Ltd.,,,0.0,,,0.0,0.0
AFTABAUTO,Aftab Automobiles Ltd.,1.0,,2.6525198938992,0.0,0.0,12.0,0.0
AGNISYSL,Agni Systems PLC,0.48,,1.82509505703422,0.0,1.0526315789473695,9.0,4.0
AGRANINS,Agrani Insuarnce Co. Ltd.,0.6,,2.23880597014925,0.0,-47.000211999152,6.0,0.0
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,
AIL,Alif Industries Ltd.,0.90909099173554,,1.58931991562157,0.0,-41.17629222973632,4.0,0.0
AL-HAJTEX,Alhaj Textile Mills Limited,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,0.0,0.0,5.63538461538462,0.0,-100.0,0.0,0.0
ALIF,Alif Manufacturing Company Ltd.,0.1,,1.81818181818182,0.0,0.0,2.0,0.0
ALLTEX,Alltex Industries Limited,,0.0,0.0,,,0.0,0.0
AMANFEED,Aman Feed Ltd.,1.0,,3.7593984962406,0.0,0.0,10.0,0.0
AMBEEPHA,Ambee Pharmaceuticals PLC,1.0,,0.12122681537156,0.0,-33.33333333333333,3.0,0.0
AMCLPRAN,Agricultural Marketing Co. Ltd.,3.2,,1.34059488898199,0.0,0.0,8.0,0.0
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,1.0,,1.36239782016349,0.0,0.0,5.0,0.0
AOL,Associated Oxygen Ltd,,,0.0,,,0.0,0.0
APEXFOODS,Apex Foods Limited,2.0,,0.821018062397373,0.0,0.0,16.0,0.0
APEXFOOT,Apex Footwear Ltd.,3.181818,0.0,1.34594670050761,27.237628084953393,10.000000691428603,8.0,4.0
APEXSPINN,Apex Spinning and Knitting Mills Ltd.,2.0,,1.20481927710843,0.0,0.0,8.0,0.0
APEXTANRY,Apex Tannery Limited.,0.5,,0.65359477124183,0.0,0.0,12.0,0.0
APOLOISPAT,Appollo Ispat Complex Ltd.,,,0.0,,,0.0,0.0
ARAMIT,Aramit Limited,2.0,,0.90702947845805,,-20.0,9.0,0.0
ARAMITCEM,Aramit Cement Limited,0.0,0.0,0.0,0.0,,0.0,0.0
ARGONDENIM,Argon Denims Ltd.,1.0,,4.85436893203884,0.0,0.0,9.0,0.0
ASIAINS,Asia Insurance PLC,1.0,,3.584229390681,0.0,-9.090909090909099,7.0,0.0
ASIAPACINS,Asia Pacific General Insurance Company Limited,1.0,,2.90697674418605,0.0,-16.666666666666664,9.0,0.0
ASIATICLAB,Asiatic Laboratories Ltd,,,,,,,
ATLASBANG,Atlas Bangladesh Limited,0.0,,0.0,,,0.0,0.0
AZIZPIPES,Aziz Pipes Limited.,,,,,,,
BANGAS,Bangas Limited,0.4,,0.33500837520938,,33.33333333333335,3.0,1.0
BANKASIA,Bank Asia PLC,0.90909100000001,,5.05050555555561,0.0,-33.333504443987415,7.0,0.0
BARKAPOWER,Baraka Power Ltd.,0.35,,3.97727272727273,0.0,-30.000000000000004,6.0,0.0
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,44.5,,5.0700694998291,0.0,2.2988505747126435,17.0,4.0
BATBC,British American Tobacco Bangladesh Co Ltd,30.0,,10.8813928182807,0.0,200.0,17.0,1.0
BAYLEASING,Bay Leasing and Investment Ltd.,0.0,0.0,0.0,,,0.0,0.0
BBS,Bangladesh Building Systems PLC,0.05,,0.442477876106195,0.0,,1.0,0.0
BBSCABLES,BBS Cables PLC,0.1,,0.531914893617021,0.0,-50.0,8.0,0.0
BDAUTOCA,Bangladesh Autocars Limited,,,,,,,
BDCOM,BDCOM Online Ltd.,0.47619,,1.70677419354839,0.0,-50.0,10.0,0.0
BDFINANCE,Bangladesh Finance PLC,0.0,0.0,0.0,,,0.0,0.0
