Symbol,Name,Div per share Annual,Div per share Quarterly,Dividend trailing percent T12M,Dividend yield percent,DPS Growth,Cont Div Payout,Cont Div Growth
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,
AAMRANET,aamra networks ltd,1.0,0.0,5.64971751412429,124.26991425375917,2.777035499188066,3.0,2.0
AAMRATECH,Aamra Technologies Limited,0.1,0.0,0.943396226415094,-7.2358900144717815,-90.0,3.0,0.0
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,
ABBANK,AB Bank PLC,0.0,0.0,0.0,0.0,,0.0,0.0
ACFL,Aman Cotton Fibrous PLC,1.0,,5.58659217877095,-524.6589716684156,0.0,7.0,0.0
ACI,Advanced Chemical Industries PLC,1.73913,,1.37969094922737,-9.755595445111348,-50.0,9.0,0.0
ACIFORMULA,ACI Formulations PLC,2.0,0.0,1.98098256735341,21.882316899713345,-20.0,9.0,0.0
ACMELAB,ACME Laboratories Ltd.,3.5,,5.01432664756447,0.0,0.0,10.0,0.0
ACMEPL,ACME Pesticides Ltd,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,,,0.0,,,0.0,0.0
ADNTEL,ADN Telecom Ltd.,1.0,,1.73310225303293,0.0,0.0,4.0,0.0
ADVENT,Advent Pharma Ltd.,0.05,,0.367647058823529,0.0,-50.0,7.0,0.0
AFCAGRO,AFC Agro Biotech Ltd.,,,0.0,,,0.0,0.0
AFTABAUTO,Aftab Automobiles Ltd.,1.0,,2.86532951289398,-97.28572818367545,0.0,12.0,0.0
AGNISYSL,Agni Systems PLC,0.25,,1.19047619047619,0.0,-47.916666666666664,10.0,0.0
AGRANINS,Agrani Insurance PLC,0.6,,2.8436018957346,0.0,-47.000211999152,6.0,0.0
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,
AIL,Alif Industries Ltd.,0.90909099173554,,2.10437729568412,0.0,-41.17629222973632,4.0,0.0
AL-HAJTEX,Alhaj Textile Mills Limited,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,0.0,0.0,5.772,0.0,-100.0,0.0,0.0
ALIF,Alif Manufacturing Company Ltd.,0.1,,2.38095238095238,0.0,0.0,2.0,0.0
ALLTEX,Alltex Industries Limited,,0.0,0.0,,,0.0,0.0
AMANFEED,Aman Feed PLC,1.15,,4.34782608695652,0.0,14.999999999999991,11.0,1.0
AMBEEPHA,Ambee Pharmaceuticals PLC,1.0,,0.136742786817995,23.810657650364305,-33.33333333333333,3.0,0.0
AMCLPRAN,Agricultural Marketing Co. Ltd.,3.2,0.0,1.57170923379175,60.197900598216634,0.0,8.0,0.0
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,1.0,,1.14810562571757,0.0,0.0,5.0,0.0
AOL,Associated Oxygen Ltd,,,0.0,,,0.0,0.0
APEXFOODS,Apex Foods Limited,2.0,,0.951927653498334,0.0,0.0,17.0,0.0
APEXFOOT,Apex Footwear Ltd.,2.0,,1.09529025191676,0.0,-21.428566938775255,9.0,0.0
APEXSPINN,Apex Spinning and Knitting Mills Ltd.,2.0,,1.29282482223659,0.0,0.0,9.0,0.0
APEXTANRY,Apex Tannery Limited.,0.5,0.0,0.880281690140845,-2.7317627518685255,0.0,12.0,0.0
APOLOISPAT,Appollo Ispat Complex Ltd.,,,0.0,,,0.0,0.0
ARAMIT,Aramit Limited,2.0,,1.0851871947911,,-20.0,9.0,0.0
ARAMITCEM,Aramit Cement Limited,0.0,0.0,0.0,0.0,,0.0,0.0
ARGONDENIM,Argon Denims Ltd.,1.0,,5.71428571428572,62.59389083625438,0.0,9.0,0.0
ASIAINS,Asia Insurance PLC,1.0,,3.81679389312977,0.0,-9.090909090909099,7.0,0.0
ASIAPACINS,Asia Pacific General Insurance PLC,1.0,,3.27868852459016,0.0,-16.666666666666664,9.0,0.0
ASIATICLAB,Asiatic Laboratories Ltd,,,,,,,
ATLASBANG,Atlas Bangladesh Limited,0.0,,0.0,,,0.0,0.0
AZIZPIPES,Aziz Pipes Limited.,,,,,,,
BANGAS,Bangas Limited,0.3,,0.28169014084507,,-25.000000000000007,4.0,0.0
BANKASIA,Bank Asia PLC,0.90909100000001,,5.02260220994481,0.0,-33.333504443987415,7.0,0.0
BARKAPOWER,Baraka Power Ltd.,0.35,,4.92957746478873,0.0,-30.000000000000004,6.0,0.0
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,44.5,0.0,3.086112493778,189.02727175719144,2.2988505747126435,17.0,4.0
BATBC,British American Tobacco Bangladesh Co Ltd,30.0,,12.0481927710843,0.0,200.0,17.0,1.0
BAYLEASING,Bay Leasing and Investment Ltd.,0.0,0.0,0.0,,,0.0,0.0
BBS,Bangladesh Building Systems PLC,0.05,0.0,0.543478260869565,-32.65839320705421,,1.0,0.0
BBSCABLES,BBS Cables PLC,0.1,0.0,0.684931506849315,-5.598790661217177,-50.0,8.0,0.0
BDAUTOCA,Bangladesh Autocars Limited,,,,,,,
