Symbol,Name,Div per share Annual,Div per share Quarterly,Dividend trailing percent T12M,Dividend yield percent,DPS Growth,Cont Div Payout,Cont Div Growth
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,
AAMRANET,aamra networks ltd,1.0,,5.20833333333333,0.0,2.777035499188066,3.0,2.0
AAMRATECH,Aamra Technologies Limited,0.1,,0.763358778625954,0.0,-90.0,3.0,0.0
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,
ABBANK,AB Bank PLC,0.0,0.0,0.0,0.0,,0.0,0.0
ACFL,Aman Cotton Fibrous Ltd.,1.0,,5.0,0.0,0.0,7.0,0.0
ACI,Advanced Chemical Industries PLC,1.73913,,0.902506486766995,0.0,-50.0,9.0,0.0
ACIFORMULA,ACI Formulations PLC,2.0,,1.25707102451289,0.0,-20.0,9.0,0.0
ACMELAB,ACME Laboratories Ltd.,3.5,,4.23728813559322,0.0,6.060606060606066,9.0,3.0
ACMEPL,ACME Pesticides Ltd,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,,,0.0,,,0.0,0.0
ADNTEL,ADN Telecom Ltd.,1.0,,1.25944584382872,0.0,-33.33333333333333,3.0,0.0
ADVENT,Advent Pharma Ltd.,,,0.649350649350649,0.0,,6.0,0.0
AFCAGRO,AFC Agro Biotech Ltd.,,,0.0,,,0.0,0.0
AFTABAUTO,Aftab Automobiles Ltd.,1.0,,2.6246719160105,0.0,0.0,12.0,0.0
AGNISYSL,Agni Systems PLC,0.48,,1.77121771217712,0.0,1.0526315789473695,9.0,4.0
AGRANINS,Agrani Insuarnce Co. Ltd.,0.6,,2.29007633587786,0.0,-47.000211999152,6.0,0.0
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,
AIL,Alif Industries Ltd.,0.90909099173554,,1.56470050212657,0.0,-41.17629222973632,4.0,0.0
AL-HAJTEX,Alhaj Textile Mills Limited,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,0.0,0.0,5.60223529411765,0.0,-100.0,0.0,0.0
ALIF,Alif Manufacturing Company Ltd.,0.1,,1.75438596491228,0.0,0.0,2.0,0.0
ALLTEX,Alltex Industries Limited,,0.0,0.0,,,0.0,0.0
AMANFEED,Aman Feed Ltd.,1.0,,3.6101083032491,0.0,0.0,10.0,0.0
AMBEEPHA,Ambee Pharmaceuticals PLC,1.0,,0.115406809001731,0.0,-33.33333333333333,3.0,0.0
AMCLPRAN,Agricultural Marketing Co. Ltd.,3.2,,1.27897681854516,0.0,0.0,8.0,0.0
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,1.0,,1.22549019607843,0.0,0.0,5.0,0.0
AOL,Associated Oxygen Ltd,,,0.0,,,0.0,0.0
APEXFOODS,Apex Foods Limited,2.0,,0.806776926179911,0.0,0.0,16.0,0.0
APEXFOOT,Apex Footwear Ltd.,3.181818,,1.39187139107612,0.0,10.000000691428603,8.0,4.0
APEXSPINN,Apex Spinning and Knitting Mills Ltd.,2.0,,1.30039011703511,0.0,0.0,8.0,0.0
APEXTANRY,Apex Tannery Limited.,0.5,,0.6426735218509,0.0,0.0,12.0,0.0
APOLOISPAT,Appollo Ispat Complex Ltd.,,,0.0,,,0.0,0.0
ARAMIT,Aramit Limited,2.0,,0.865051903114187,0.0,-20.0,9.0,0.0
ARAMITCEM,Aramit Cement Limited,0.0,0.0,0.0,0.0,,0.0,0.0
ARGONDENIM,Argon Denims Ltd.,1.0,,5.0,0.0,0.0,9.0,0.0
ASIAINS,Asia Insurance PLC,1.0,,3.50877192982456,0.0,-9.090909090909099,7.0,0.0
ASIAPACINS,Asia Pacific General Insurance Company Limited,1.0,,2.85714285714286,0.0,-16.666666666666664,9.0,0.0
ASIATICLAB,Asiatic Laboratories Ltd,,,,,,,
ATLASBANG,Atlas Bangladesh Limited,0.0,0.0,0.0,,,0.0,0.0
AZIZPIPES,Aziz Pipes Limited.,,,,,,,
BANGAS,Bangas Limited,0.4,,0.324939073923639,,33.33333333333335,3.0,1.0
BANKASIA,Bank Asia PLC,0.90909100000001,,4.78468947368426,0.0,-33.333504443987415,7.0,0.0
BARKAPOWER,Baraka Power Ltd.,0.35,,3.09734513274336,0.0,-30.000000000000004,6.0,0.0
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,44.5,,5.19010963377653,0.0,2.2988505747126435,17.0,4.0
BATBC,British American Tobacco Bangladesh Co Ltd,30.0,,10.3412616339193,0.0,200.0,17.0,1.0
BAYLEASING,Bay Leasing and Investment Ltd.,,0.0,0.0,,,0.0,0.0
BBS,Bangladesh Building Systems PLC,0.05,,0.442477876106195,0.0,,1.0,0.0
BBSCABLES,BBS Cables PLC,0.1,,0.574712643678161,0.0,-50.0,8.0,0.0
BDAUTOCA,Bangladesh Autocars Limited,,,,,,,
BDCOM,BDCOM Online Ltd.,0.47619,,1.79018796992481,0.0,-50.0,10.0,0.0
BDFINANCE,Bangladesh Finance PLC,0.0,0.0,0.0,,,0.0,0.0
