Symbol,Name,Operating CF TTM,Investing CF TTM,Financing CF TTM,FCF TTM,CAPEX TTM
GP,Grameenphone Ltd.,59341505000.0,-15679193000.0,-45533463000.0,43355138000.0,15986367000.0
SQURPHARMA,Square Pharmaceuticals PLC,28481953364.0,-13988832433.0,-11217845119.0,20160475420.0,8321477946.000001
ROBI,Robi Axiata PLc,40882315000.0,-17496765000.0,-26633923000.0,23226488000.0,17655827000.0
BRACBANK,BRAC Bank PLC,-158816951806.943,11875983514.0,158165187279.943,-167118466460.0,8301514650.999999
WALTONHIL,Walton Hi-Tech Industries PLC,22826184222.0,-3553862496.0,-18931125670.0,18783088340.0,4043095878.0
BATBC,British American Tobacco Bangladesh Co Ltd,562723000.000003,-6915704000.0,7660827000.0,-6383579000.0,6946302000.0
MARICO,Marico Bangladesh Limited.,5585566470.0,4095307919.0,-11198345393.0,5355648170.0,231203100.0
UPGDCL,United Power Generation & Distribution Co. Ltd.,6734651406.0,9357322815.0,-16169012201.0,6509928620.0,224722784.0
BERGERPBL,Berger Paints Bangladesh Ltd.,,,,,
BXPHARMA,Beximco Pharmaceuticals Plc,,,,,
LHB,LafargeHolcim Bangladesh PLC,7324200000.0,-4122893000.0,-4344906000.0,3186641000.0,4124595000.0000005
CITYBANK,City Bank PLC,17978356714.0,-104840378384.0,101736953609.0,14839416040.0,3138940672.0
PUBALIBANK,Pubali Bank PLC,20211282145.0,-159841472904.0,157292382940.0,17554699860.0,2656582289.0
RENATA,Renata PLC,4795200646.0,-4028341498.0,-778093652.0,1079728710.0,3715471934.0
ISLAMIBANK,Islami Bank Bangladesh PLC,48738949426.0,-198101345866.0,204971127246.0,47276529970.0,1462419457.0
DUTCHBANGL,Dutch-Bangla Bank PLC,35754874144.0,-163084356838.0,71172439543.0,34040622349.999996,1714251796.0
EBL,Eastern Bank PLC,13182931300.0,-108697912685.0,101561088152.0,11890704750.0,1292226554.0
UNILEVERCL,Unilever Consumer Care Limited,624634000.0,-105518000.0,-1230683000.0,563967000.0,60667000.0
ICB,Investment Corporation of Bangladesh,11990981299.0,-10349991500.0,-577911473.0,11641550740.0,349430555.0
PRIMEBANK,Prime Bank PLC,13443165143.0,-88631799727.0,71590061806.0,12115713780.0,1327451360.0
POWERGRID,Power Grid Co. of Bangladesh Ltd.,19181904940.0,-123415523764.0,103253819010.0,-84196339370.0,103378244307.0
BSRMSTEEL,BSRM Steels Limited,9487251662.0,-2211323491.0,-2883709089.0,7948623270.0,1548808077.0
BSRMLTD,Bangladesh Steel Re-Rolling Mills Ltd.,11784550310.0,-4787372500.0,-5960301109.0,10056058440.0,1730654762.0
